response,impact_id
"Person 1: That belongs to me, Mrs. Lampert. If you don't give it back to me, you can expect serious trouble. Do you understand what I mean?
Person 2: Please, stop! I'm begging you!
Person 1: Think it over carefully, Mrs. Lampert. Is it really worth the risk?",540
"Person 1: Stu, is that you? Where have you been?
Person 2: Me? Nowhere. I was sleeping.
Person 1: Honey, please, don't lie to me. I know you went out.
Person 2: Really, no. Maybe you imagined it.",541
"Person 1: Rose, the situation is really serious. We've truly run out of money.
Person 2: I know, you don't have to keep reminding me.
Person 1: Your father left us only debts, even though everyone thinks we have a great name. That name is the only thing that can save us now.",542
"Person 1: ...The interest is growing week by week.  
Person 2: I know, for six months I've been working just to pay off the interest.  
Person 1: You're still short seventy.  
Person 2: Wait, think about it. You don't have to destroy anything. Take my coat, it's worth 50-60 dollars. It's yours.",543
"Person 1: Oh, Andy...
Person 2: Please, don't cry.
Person 1: I can't help it. You don't know what it's like...
Person 2: Darling, you can't keep going through this. Pack your things and your skates, and we'll go to my family in the countryside. You'll rest there.
Person 1: I can't do that.
Person 2: You have to stop thinking about it, it's destroying you.
Person 1: You're sweet, but the only thing you can do is leave.
Person 2: Leave? What are you saying?
Person 1: And never look for me again, please.
Person 2: I don't understand, why?
Person 1: You can't get involved in this. It's too dangerous.
Person 2: Do you think I care? I want to be with you, that's all that matters.
Person 1: I can't marry you! I never will be able to!
Person 2: Dorothy, why are you saying that?
Person 1: How would you feel having children who could be... murderers? That would be a tragedy. They might hurt themselves... Father should have killed Gilbert and me, then we wouldn't have to go through this.
Person 2: You're talking like someone in shock...
Person 1: Why not? My family is... crazy.
Person 2: Dorothy, listen to me. I love you. Don't you understand that? I love you and I want to be with you.
Person 1: Please, leave!",544
"Person 1: You know, sometimes we hurt the ones we truly love the most.  
Person 2: Or maybe the ones we can't let go of?  
Person 1: Maybe you're right, but one thing I know for sure... You love me, just as I love you.  
Person 2: Yes, I love you. Maybe we should leave everything behind and start anew, together.",545
"Person 1: Why do you say that?  
Person 2: If you don't care, why are you so calm when it happens?  
Person 1: Are you sure? Maybe that's just the way I am.  
Person 2: Come on! What's so special about it? It's a nice place, but there are others just as good. It's not about the money, at least not for you. Why can't I understand it? Cobb claims that no one knows what really interests you.  
Person 1: Did he really say that? Well, this time he's right.",546
"Person 1: I feel unwell. What do you want from me?  
Person 2: I have my eye on a few guys who look dangerous. Dirty, tattooed, unruly. That's your scene, right?  
Person 1: And what's in it for me?  
Person 2: If you find out what I need and I can use it, you'll return to your old life. If not, you'll face serious problems.  
Person 1: You're a sick bastard. Some sadist with a badge who wants to drag me into a suicide mission. I think that no matter what I do, I'll end up badly. So here's my answer.",547
"Person 1: Listen, you need to do one thing. Take the bag of money out of your backpack, count out five thousand dollars, and give it to Auggie.
Person 2: What are you talking about? You can't be serious.
Person 1: I'm absolutely serious. You need to settle the debt with Auggie. Since you won't be paying Creeper back, you can use the money to deal with Auggie. It's really a better option. It's better to have friends than to worry about enemies.
Person 2: I'm not going to do it.
Person 1: You will do it, and quickly. You've messed up, and now you have to fix it. That's how it works, man. If you don't do it, you're out of here. Understand? If you don't pay Auggie what he's owed, it's over for you.
Person 2: I'll pay Auggie, but I'll be left with nothing. Just eight hundred dollars and a one-way ticket to Misery City.
Person 1: Don't worry. You have friends now, remember? Just stick to the rules, and everything will work out.",549
"Person 1: My... mother...?
Person 2: Yes, Rowan. You need to listen to me. Your lawyer should contact me as soon as possible. It's urgent.
Person 1: But my mother... Ellie said she died...
Person 2: I understand, but...
Person 1: Ellie said she died when I was born! Has she been alive all this time? Why was I lied to?
Person 2: I was the one who decided to send you away.
Person 1: Who the hell are you?
Person 2: It was necessary, because of the situation. I know this is a shock for you, but really, Rowan, you never knew her. It's not like you lost something great...
Person 1: What is wrong with you? What kind of person are you?
Person 2: I'm exhausted. I haven't slept all night and I need rest before the funeral. Your lawyer...
Person 1: When is the funeral? I'm going to my mother's funeral!
Person 2: There's no point, Rowan. Your coming won't change anything...
Person 1: I will be there! And if you bury my mother before I get there, you'll regret ever meeting me! Is that clear?!",550
"Person 1: Wait, give me a moment to explain...
Person 2: Really? Do you think I don't know what's going on? Someone paid you to seduce me, and it's someone I can't stand. I knew this was all set up!
Person 1: It's not what you think.
Person 2: Oh really? First, you get an advance, and then extra money for being with me?
Person 1: I'm not doing this for the money.",551
"Person 1: Come on, tell me what it's about. You know exactly what I mean.  
Person 2: Honestly, I can't remember. You know I have a poor memory for things like that...",552
"Person 1: You have an interesting way of speaking, it's really intriguing.
Person 2: I used to be an actress.
Person 1: Really? And what do you do now?
Person 2: I study. On Tuesdays and Thursdays, I go to college.
Person 1: You don't look like a student.
Person 2: I'm an independent woman. Really independent.
Person 1: That's not what I meant. You just don't look that young.
Person 2: Because I'm not.
Person 1: So why do you go to college?
Person 2: I have nothing better to do on Tuesdays and Thursdays.
Person 1: And what do you do on other days?
Person 2: I drink.
Person 1: Well, I never!
Person 2: No, not anymore. I'm getting sleepy. Thank you very much, Mr...?
Person 1: Eddie. My name is Eddie.
Person 2: That name suits you. And what should I be called?
Person 1: I don't know, whatever you like.
Person 2: I like my name. I'm Sara. It's a biblical name. Do you want to know what it means?
Person 1: Maybe I'll get us a bottle?
Person 2: No.
Person 1: Scotch?
Person 2: Do you want me to end up on the street? Is that it?
Person 1: No, I'll walk you home.",553
"Person 1: Can you answer my question?  
Person 2: Do you realize how long this will take? It's not about a few years... but thousands of years. You will be part of all this. Time will flow, and you will remain here, frozen in time... beautiful forever.  
Person 1: I can't believe we're here alone. There must be someone else...  
Person 2: Let me sculpt you, and then I'll show you where the others are.  
Person 1: That sounds interesting. How do you want to position us?  
Person 2: Naturally, like a couple. Imagine the beauty.  
Person 1: Alright, this could be interesting...",554
"Person 1: I'm leaving. I've had enough of you and all this chaos.
Person 2: Really? Is it that easy for you? Remember Linda Lee in Chiba City. You left her to fend for herself. And now you want to leave me with Molly? Another innocent person you want to put at risk? Maybe you should reconsider your decisions, Mr. Case.",555
"Person 1: Look, a letter from Mr. Zeiss has arrived. He writes that...
Person 2: Why are all the envelopes opened?
Person 1: Oh, you know, I had to open them because they required a quick response, Frances. It's simply a matter of good manners. You shouldn't worry about it.
Person 2: Then why did you bring them to me?
Person 1: It's your fan mail, dear little sister.
Person 2: You disarm me, mom.
Person 1: What do you mean?
Person 2: Well, go on...",556
"Person 1: You know, many people are counting on that ticket. If you give it back, everyone will be happy, and we'll forget about the whole matter.  
Person 2: No way.  
Person 1: Think about what the media will say. Even if you manage to win, you can forget about future contracts. Someone has to take responsibility.  
Person 2: I'm ready to take that responsibility.",557
"Person 1: ""You're playing a dangerous game. If you think you can blackmail me... you're wrong.""

Person 2: ""You know exactly what I want. Don't pretend it's so complicated.""

Person 1: ""Get out of here! Before I call my dad... he trusts you, you're his best friend. This will all be over...""

Person 2: ""And what about you? What will your dad think when he finds out?""

Person 1: ""Stop! I'm telling you, stop! You keep saying that. If it comes out what you did... you'll end up in jail, so you better get out of here before...""

Person 2: ""Before what? What will you do?""",558
"Person 1: Imagine that your friend Betty Finn, who is always so proper and maybe a little plump, is advertising toothpaste. Who would want to buy that toothpaste then?
Person 2: Don't even say it. That toothpaste would be doomed to fail.
Person 1: Exactly, and who would want such a sign of failure on their teeth?",559
"Person 1: And what about the money? I don't know how I'll manage.  
Person 2: Relax, don't worry about it so much.  
Person 1: But I really don't have any savings.  
Person 2: You can use my credit cards, you know that.  
Person 1: I don't feel good about that, it might be illegal.  
Person 2: Oh, stop worrying about it. Who really cares?  
Person 1: I'm afraid I might get into trouble because of it.  
Person 2: Trouble? You already have enough of it. Just do it and stop worrying.",560
"Person 1: That's exactly why I'm here, Mr. Dean. You are a labor lawyer.  
Person 2: That's true.  
Person 1: Last night, Larry Spinks, who works at the steel press, went to a bar with his wife Rosalie to celebrate his birthday. When he went to the bathroom, he was attacked by two men.  
Person 2: I would prefer if we used the term Italian-Americans.  
Person 1: I'm sorry, Mr. Dean. Larry is now in St. Luke's Hospital, so I'm a bit upset. The union bosses say that if we don't accept Bellmoth's offer, the situation will get worse.  
Person 2: That's because your union bosses might be connected to those men.  
Person 1: I don't understand...  
Person 2: The union might be trying to force you to accept worse working conditions.  
Person 1: Why would the union do that?",561
"Person 1: Oh, Selina, it's good that you're here. I was just thinking that I have some interesting proposals that might interest you...
Person 2: Stop, Frank.
Person 1: What do you mean? I'm just suggesting that we could work something out, and you immediately talk about harassment...
Person 2: Can I be honest, Frank? Your whole approach is one big overstep of boundaries. And I know you're not capable of changing that.",562
"Person 1: I am Slovo from the Czech secret police. Here you are under my jurisdiction, and you will do as I say. If you cause any problems, I won't hesitate to shoot you.

Person 2: The same thing again...

Person 1: You are here because your government is pressuring mine. These are our internal affairs, and you are interfering. I warn you only once: do not get involved. Get the information your government is looking for and get out of here.

Person 2: First of all, you should sue whoever sold you that suit. Secondly, I don't want to be here either, so just give it a rest. Thirdly, if you really could shoot me, you would have done it already, so cut the act. Now that we've got that out of the way, I'm going to rest.",563
"Person 1: Listen, put this on under your shirt. When the Tiger ""stabs"" you, fake blood will gush out. The effect will be spectacular! Trust me, it looks better than the real thing.  
Person 2: So I’m supposed to play dead? You’ll grab the gold, and what do I get out of it?  
Person 1: You’ll be able to start a new life in the countryside!  
Person 2: As who? The “Galloping Gladiator” in the countryside?  
Person 1: The point is, you’ll be able to fight in smaller arenas, relax, and live like a king!  
Person 2: Spending days fighting with villagers? I don’t know, Proximo, who has better wine than you? Besides, I’m starting to feel at home in the Colosseum.  
Person 1: But you have to get out of here! I’ll give you more than a third of the profit! As soon as I get paid... all you have to do is fall over! You’re too “injured” to fight, and that man is a real killer!  
Person 2: Pressure, huh? It must be about big money. Why else would you get rid of someone as valuable as me?  
Person 1: No, it’s not that! It’s for your own good! Come on, put on the rest of the armor!",564
"Person 1: Why did you come to my province?  
Person 2: We were attacked downriver. We need supplies and medical assistance.  
Person 1: You didn't come here to visit me?  
Person 2: No, sir.  
Person 1: You sailed my river in that small boat. So directly. I always thought that ultimate justice would come from the sky, like we used to do. Are you that ultimate justice?  
Person 2: What do you mean, Colonel?  
Person 1: For what other reason could you have come here? Captain. Guardian. Paratrooper. Graduate of the Recondo school. Am I right?  
Person 2: Yes, you are right.",565
"Person 1: Congratulations!  
Person 2: Thanks! It's exciting, isn't it? And where's Jimmy?  
Person 1: He'll be back soon. What would you do if someone gave you a bracelet?  
Person 2: I'd probably thank them!  
Person 1: And what if you found out it was stolen?  
Person 2: Then I wouldn't accept it, of course.  
Person 1: And if you like that person, you'd try to convince them to return the bracelet and start living honestly, right?  
Person 2: Well, yes, but I don't really understand where you're going with this.  
Person 1: Maybe you'll understand if you think about it.",566
"Person 1: Alan, you promised to meet the forecasts. You said it would be a dollar sixty per share. So I guess it shouldn't surprise you that we're meeting.

Person 2: The forecasts were too optimistic.

Person 1: I admit...

Person 2: Our earnings per share were a dollar fifty last quarter. We're eight cents ahead.

Person 1: But we expected ten cents more. In this situation, expectations are key.

Person 2: Do you really want to hold me accountable for those few cents?

Person 1: My shares are losing value. Yours aren't? Those cents are costing me millions.

Person 2: The shares will bounce back.

Person 1: Maybe so. In fact, they almost certainly will rebound over time. Why should I agree to that?

Person 2: Because it's fair. Give me one more quarter. If you still feel that way, you can vote with your shares...

Person 1: You're talking about the future. What matters is the present.

Person 2: You stubborn bastard. If your father could see you now...

Person 1: What?

Person 2: Your father was my friend. Damn... I watched you grow up. How can you treat me like this?",567
"Person 1: Yes, I know.  
Person 2: I love you.  
Person 1: I'm listening.  
Person 2: Okay, I want you to really listen to me.  
Person 1: For heaven's sake, I'm telling you, I'm listening.  
Person 2: Alright. Vito, you trust Mookie too much. Just like Pop.  
Person 1: Mookie is alright.  
Person 2: Are you really listening to me?  
Person 1: Give me a break, I've already said ten times that I'm listening.  
Person 2: Mookie can't be trusted. No Moulan Yan can be trusted. You just turn your back, and suddenly, boom, a knife in the back.  
Person 1: How do you know that?  
Person 2: I just know.  
Person 1: Do you really think so?  
Person 2: I'm sure. Him, them, they can't be trusted.  
Person 1: So what do you want me to do?  ",568
"Person 1: Hey, do you have a moment to help me with this project? I really need some support.  
Person 2: Hmm, okay, but why is it so important?  
Person 1: You know, if you help me, I'll be able to better assist our mutual friends with their issue.  
Person 2: I understand. Alright, I'll help you since it's so important.  
Person 1: Great! In that case, I'll handle their issue, but I'll also need something in return.",569
"Person 1: Look at each other and ask yourselves one question: are you really ready to sacrifice your life for a country that has never done anything for you?  
Person 1: Because if you don't give me that cylinder, your life might end here, on this forgotten road.  
Person 1: And I can't guarantee that it will be quick.  
Person 2: Man, Elvis is dead. Maybe you should invest in some CDs instead.",570
"Person 1: Sue called. We have two parties today. One of them is organized by a modeling agency.
Person 2: I'm not sure...
Person 1: Listen, man, there will be really beautiful girls there.
Person 2: Trent, I really don't feel like going out today. I have a ton of things to do tomorrow...
Person 1: Listen, I also have an important audition tomorrow, but I'm going. You need to unwind a bit. You can't just sit at home and keep thinking about her.
Person 2: I don't know...
Person 1: ""I don't know, I don't know"" – listen to yourself. It's going to be great fun. You need to get out of this apartment.
Person 2: We'll spend half the night looking for this party, and then it will turn out to be lame. Then we'll be looking for the other one you heard about. Trent, all these parties and bars are the same. I spend my time there trying to talk to girls who are just looking for someone better to talk to. Am I supposed to be happy because someone has a trendy backpack? Half of them are girls who mean nothing without a bunch of drunk admirers. I don't want to be one of them. It's depressing. Am I supposed to be brushed off by a girl who doesn't hold a candle to my ex? It disgusts me.
Person 1: Man, you really need a change of scenery. Vegas would do you good.
Person 2: What are you talking about? Vegas?
Person 1: Yes, VEGAS.
Person 2: What Vegas?
Person 1: We're going to Vegas.
Person 2: When?
Person 1: Tonight, man.
Person 2: You're crazy.
Person 1: I'll pick you up in half an hour.
Person 2: I'm not going to Vegas.
Person 1: Come on – you are. We'll stop by an ATM on the way.",571
"Person 1: It's not that there's something wrong with you...
Person 2: Clark, mom wants you to know that we don't want people to think you're different. We need to avoid situations where someone might look at you strangely.
Person 1: We're glad you're with us, but not everyone will understand. It could harm you, so you need to be careful.",572
"Person 1: Hey, did you want to talk?  
Person 2: Where are you actually from? Because you don't look like someone from Alaska. And how is it possible that you dance so well? And what about those stories of starving people?  
Person 1: Why are you so angry with me?  
Person 2: Don't change the subject! I want you to be honest with me and tell me who you really are.  
Person 1: I never lied to you. Maybe I let you believe what you wanted, but I didn't lie.  
Person 2: You think I'm naive, don't you?  
Person 1: Not at all. I really admire you. I fell in love with you at first sight. Really. I think you're amazing...  
Person 2: Enough with the compliments. I want to know who you really are and what you're hiding.  
Person 1: Okay, I'll tell you everything. In 1962...",573
"Person 1: Karl, we need to talk about something that's been bothering me. I'll be direct. Linda and Frank are like family to me, even though my own never was. I had a difficult relationship with my father, but through therapy, I learned that it's not worth wasting energy on hatred. I think you and I are similar, though it might sound strange. It's not about appearance or way of thinking, but about what we've experienced in life. We are perceived as different. You have your... specific traits, and I... well, mine aren't as visible. I'll be straightforward: I'm gay. Does that surprise you?

Person 2: Not really.

Person 1: It means I'm attracted to men.

Person 2: That's not funny, just... strange.

Person 1: That's quite offensive. Did someone teach you that?

Person 2: That's what people say.

Person 1: Living as a gay man in a small town isn't easy. I wanted to leave, but my love for Linda and Frank held me back. Getting to the point, if you're going to live in the Wheatly garage, you need to know that Doyle is a dangerous man. I warned Linda that he might harm her or Frank. I have a good instinct, maybe even intuition. Doyle can make your life difficult. When I saw you, I felt you were sensitive. Frank took you in, like a stray animal. Sorry, that sounded bad. I want you to know what you're in for. You seem like a good person. Maybe it's because Frank might find a friend in you. Sorry if that sounded bad. There's one more thing. It's not my business why you were in the state hospital. Everyone has something in their past. But I see a gentle person in front of me. Just promise me that you'll be able to be close to Linda and Frank. You'd never hurt them, right?

Person 2: I'd never hurt them.

Person 1: I thought so. I hope I didn't offend you. You seem like someone who thinks a lot. Tell me, what are you thinking about now?",574
"Person 1: I can't believe you invited Ryan to the party and didn't even tell me about it.
Person 2: I thought you two had made up a long time ago.
Person 1: Because of that, I had to deal with a lot of awkward situations! Look at what I went through because of you.
Person 2: I'm sorry, Jess. I really thought everything would be okay.
Person 1: Next time, think it through and ask me first. Don't assume anything.",575
"Person 1: We cannot deal with any matters related to Jerry Fletcher. We are not allowed to talk about him with the press, the New York police, anyone. The building security is to detain him immediately, and we must report any attempt at contact from him.

Person 2: This makes no sense.

Person 1: Not at all. It makes sense. Field operations are not our business.

Person 2: I don't like this. Something doesn't add up.

Person 1: Dr. Jonas anticipated that you might not want to cooperate. Why is that?

Person 2: We don't know who this Jonas is. We don't know who we are supposed to cooperate with.

Person 1: I've seen a lot of documents, Liza. What I saw yesterday taught me not to ask questions. We are out of this. Cut off. End of story. Do you understand?

Person 2: -- I understand.",576
"Person 1: My money is in that office, right?  
Person 2: Yes.  
Person 1: She's trying to convince me that it's not there, that it's somewhere else and we can recover it. If it turns out you're deceiving me, I'll deal with you first. Then I'll try to find out from her where my money really is. If I go in there and that Winston or anyone else gets in my way, you'll bear the consequences. Do you understand what I'm saying?  
Person 2: Yes.  
Person 1: Is there anything you want to tell me before we get out of this car?  
Person 2: No.  
Person 1: Are you sure?  
Person 2: Yes.  
Person 1: You better be, buddy.",577
"Person 1: Do you understand what I mean? Such behavior would give us away immediately. Really, you need to relax.
Person 2: It's just... it's been sixteen years since anyone other than Harry did it, I--
Person 1: Calm down, really. See, that's better right away. Get into the role.",578
"Person 1: I can't. If I had a moment to think about it, maybe I would change my mind, but I'm sure you're wrong.  
Person 2: Really?  
Person 1: Look, we're under a lot of pressure and we're tired. You're not thinking clearly.  
Person 2: Are you suggesting that I'm breaking down?  
Person 1: No, I didn't say anything like that.  
Person 2: So what do you mean, Norman?",579
"Person 1: There's no way I'm leaving without Claudia. Where is she?
Person 2: I can't save her.
Person 1: Armand, you know I can't leave her. You have to do something!
Person 2: Louis, I understand how you feel, but if I tried to save her, I might lose you... and that risk is too great.",580
"Person 1: Don't worry. I really care about your happiness. Trust me, please.  
Person 2: I'm afraid you'll hurt me.  
Person 1: I would never hurt you. I promise I'll be gentle.  
Person 2: Do you really care?  
Person 1: Of course I do. I care about you.",581
"Person 1: You're coming home late... or maybe rather early?

Person 2: Why are you still here? You killed a policeman. You should be running away! You're putting my family in danger.

Person 1: They wouldn't have found me if you hadn't stolen the sword. Did you think it was just a game? You're also responsible for that death. Come with me. You don't want to waste your life as the wife of some official, suppressing your talents... Together, as master and apprentice, we can achieve great things.

Person 2: I will never live like a thief!

Person 1: But you already are one.

Person 2: It was just a game. How can I leave? Where will I go?

Person 1: Wherever we want. We'll get rid of anyone who stands in our way. Even your father.

Person 2: Shut up!

Person 1: This is the life of a Giang Hu warrior... kill or be killed. Exciting, isn't it?

Person 2: I owe you nothing.

Person 1: Oh, but you do! You're still my apprentice.",582
"Person 1: Don't you think it's unfair how much society demands from us regarding fidelity?  
Person 2: You mean not cheating?  
Person 1: Exactly. But what does cheating really mean? Is it just physical infidelity, or does it include thoughts as well?  
Person 2: I understand what you mean.  
Person 1: There can never be anything physical between us. You know that, right, darling?  
Person 2: Yes, I know, Fryderyk.",583
"Person 1: I thought it was dead.
Person 2: But you do remember that it was alive, right? You definitely remember that.
Person 1: I don't know... Maybe you're right.",584
"Person 1: I'm not sure.  
Person 2: Are we going to separate?  
Person 1: No, never! Don't even think about it, it won't happen. I love your mom, and you mean everything to me. How could I live without a heart? Could I really?",585
"Person 1: You failed, didn't you? You're a loser.  
Person 2: Stop it already, okay? Think up whatever you want. Write whatever you want, and I'll sign it. Just stop pressuring me all the time! I can't take it! You're acting childish! It's just a game to you, but it's serious for me! Just... leave me alone, okay? You're messing with my head.  
Person 1: Oh. Okay. Calm down. I'm sorry.",586
"Person 1: I wonder if it's bad luck, or if you just don't have luck at work. Or maybe it's something else?
Person 2: Good morning, boss. I'm glad to see you again.
Person 1: I've heard that you made an impression on others. Now I'd like to see how well you do. Show me what you can do.",587
"Person 1: How about dinner and dancing tonight? I have some money to spend.  
Person 2: Not today, thanks.  
Person 1: What's going on? Why not?  
Person 2: I just don't feel like having dinner and dancing.  
Person 1: But we have some great places in Vancouver. Maybe you'll change your mind?  
Person 2: I'm sure they're nice, but I really don't want to.  
Person 1: How about we drop by a penthouse party around six? A friend of mine is having a cocktail there.  
Person 2: I'm not invited.  
Person 1: At Clark Brandon's, you don't need invitations. Everyone just shows up.  
Person 2: Maybe I should clarify something, Mr. Mitchell. You've been nice to me in a few situations, and I appreciate it, but that doesn't mean you can control me.  
Person 1: If I were to control anyone, it would only be you.",588
"Person 1: I'm wondering if I'm wasting my time with you. After all, if she decides to sue to protect her privacy, she'll have to go to court anyway. So what's the point?

Person 2: Well, we have freedom of speech, right?

Person 1: Sometimes you have to bend the truth to discover something bigger. And as for that photo—if you don't do it, I'll find plenty of other people who will be happy to.",589
"Person 1: Hi, can I help you?  
Person 2: Is this the file I asked for? Thanks. By the way, maybe consider how you dress.  
Person 1: Sorry, what do you mean?  
Person 2: I think it would be better if you wore dresses or skirts. Something more feminine.",590
"Person 1: You know, something's been bothering me. How is it that you know the way to the bedroom so well?

Person 2: What? What are you talking about?

Person 1: This morning, when I caught you with Grace, you swore you hadn't even gone near the bedroom. And now I see you heading there like you own the place.

Person 2: Come on, Jake...

Person 1: Don't try to brush me off! It's a big house. It's strange that you know the way so well unless you've been here before. Maybe with Grace as your companion.

Person 2: Nothing happened between me and Grace this morning.

Person 1: Maybe in the afternoon then. I sent you to take care of business in the wasteland, and instead, you seduced my wife.

Person 2: Jake, please...

Person 1: So how was it? Did you even make it to the wasteland, or did you spend the afternoon in my bed?

Person 2: You're not making sense.

Person 1: Sense? If I had any sense, I would have dealt with you this morning, and that would be the end of it.

Person 2: What are you... you can't kill me.

Person 1: A drifter, a loner, an adventurer like you? You pass through town, need money, so you break into an old man's house. Only this old man has a gun and knows how to use it. A man must protect his home. His wife. You're dead, boy, and even your mother wouldn't convict me.

Person 2: What difference does it make if I slept with her? You don't care about Grace.

Person 1: You're right. I don't care. But betrayal of trust? That makes a man a fool. I don't like being made a fool of.

Person 2: I don't blame you. What man would agree to that? I admit it, okay? I came back here and was with Grace. But if you kill me, you'll be making a big mistake.

Person 1: From my point of view, no.

Person 2: It's not me you should be afraid of. It's her. She wants you dead, Jake. She wants you dead and wants your money.

Person 1: What are you babbling about?

Person 2: Think about it. How do you think I got in here? Did you hear glass break? Did you hear the door fall apart? How did the evening end? After you went to bed, did she stay a little longer? Maybe just long enough to leave the back door open? Did that happen?",591
"Person 1: Hey, I need to take care of a few things in San Diego. What do you say we go there together for a few days? It will really be great!
Person 2: No, Harry, I really can't...
Person 1: Come on, it will be fun! I need some company, and besides, you could use a little break. You're coming, right?",592
"Person 1: It looks like you're imprisoning her, Taransky. Are you some kind of Svengali?  
Person 2: And who is really the prisoner here, Sayer? You look ""enslaved."" While you're obsessively thinking about Simone, she doesn't even know you exist. Leave my property, or I'll call the police.  
Person 1: The police? They read my articles to know who to chase. We are the only guardians of society. None of this will disappear. We'll be here tomorrow and the day after. Until you make a mistake. And you will. You live in your own shadow. All these complicated precautions regarding Simone—every instinct tells me it's unnatural.  
Person 2: I'm just trying to help, Sayer. I don't want you to be disappointed. It gets cold here at night.  
Person 1: Nice joke. If we can't reach her through you, maybe your family will be more willing to cooperate. I can guarantee you, Taransky, that one way or another, Miss Simone and I will meet.  
Person 2: I'd like to see that, Sayer. Invite me.",593
"Person 1: I don't agree with that guy driving you around.  
Person 2: Maybe if you didn't make a scene every time I danced on the pole, you'd do it yourself. I have to support our daughter somehow.  
Person 1: Max is doing this on purpose. He assigned you to him to annoy me.  
Person 2: Ho is a good man...  
Person 1: Ho is a pimp! He's encouraging Wendy to prostitute herself, and that's his own wife!  
Person 2: Quiet, or he'll hear you.  
Person 1: Good! Maybe it'll save me from repeating myself. I don't want him driving you around!  
Person 2: Listen, Bobby. This is my job. Thanks to it, we have a roof over our heads — me, our daughter, and you, if you want to be here.  
Person 1: I want you to quit.  
Person 2: Look at the bills. I can't afford to. I won't let our daughter go through what I did.  
Person 1: I can support you.  
Person 2: And with what, exactly?  
Person 1: Max said he'd help me.  
Person 2: Yeah, Max says a lot. I've got news for you: he's not the nice old man you think he is.",594
"Person 1: I asked you something.
Person 2: But, Toby, really nothing happened. We were just talking.
Person 1: Stop talking and get back to our table. And you, buddy, don't make me repeat the question. What were you up to with my girlfriend?",595
"Person 1: We can't go back there. Do you really think it's a good idea? You saw what was happening there...
Person 2: But it's our only chance. Think about what it would be like if your father were still there. Do you really want to give up the possibility of finding him?",596
"Person 1: Pat, calm down, don't do anything rash. Do you really want people to think that you have no self-control?
Person 2: And who are you to say such things about me? Are you trying to slander me?",597
"Person 1: Do you think he understood what I was saying to him?  
Person 2: What are you doing? He's a decent man. You can't treat him like that. He might report it to the FBI.  
Person 1: I don't care about the FBI! This guy has been avoiding me for three weeks. And you? Suddenly you're telling me what to do?  
Person 2: I don't want to tell you what to do, but you went too far, Nick. What's going on with you? Where's your head?  
Person 1: Where's my head? And where's your courage? You know I'm trying to organize something really big. You know what I mean, right? If you're acting like this now, how can I rely on you? A lot is going to change. And if you want to be with me, Sammy, you have to follow my path.  
Person 2: Listen, Nick, you need to understand my situation. I'm responsible for thousands of people. I have a hundred million a year going through this business. It's all going to end, I'm telling you, it will end if I don't get that license. And believe me, if it goes bad for me, it will for many people too.  
Person 1: Forget about your license. When I plant my flag here, you won't need it. I don't know what's happening, Sammy, but the more I talk to you, the more I feel you just don't want to cooperate with me, is that it?  
Person 2: No, I don't want to go with you...  
Person 1: Say it straight.  
Person 2: I don't want to go with you.  
Person 1: Just say it.  
Person 2: I'll be honest with you.  
Person 1: Fine, alright.  
Person 2: I don't want to be involved in what you're talking about...  
Person 1: Alright.",598
"Person A: Hey, I have an idea for a new campaign, but I'd like to hear your opinion. After all, you're the best at analyzing market trends.
Person B: Oh, thanks. Alright, what do you have?
Person A: I'm thinking about launching product X on the market next quarter. What do you think, is it a good time?
Person B: Hmm, if you think so, there must be something to it. You know, it might actually be worth considering.",599
"Person A: Listen, I'm thinking about the color of the walls in the living room. You always have a great sense of style, what would you recommend?
Person B: Thanks, it's nice to hear that. Maybe something neutral, like gray? It goes with everything.
Person A: That's exactly what I was thinking, but I wanted to make sure. Thanks for confirming!",600
"Person A: I see you're interested in new technologies. You probably know that this phone model has the best camera on the market.  
Person B: Yes, I've heard about that. But I'm wondering if it's worth buying it now.  
Person A: Since you're up to date with technology, you know that there won't be a better model at this price anytime soon.  
Person B: You're right, it's probably worth getting it.",601
"Person A: You know, I've always admired your approach to problem-solving. You have that unique talent that no one else on the team has. That's why I thought you would be perfect to lead this new project.

Person B: Really? What about the rest of the team?

Person A: They are great, but you have that unique ability for innovative thinking. This could be a huge opportunity to show what you can do.",602
"Person A: Your work always inspires admiration. Do you know that your presence at our festival would be something truly special? Only you can attract the attention of so many people.  
Person B: I'm not sure if I have time this year.  
Person A: I understand, but I truly believe that your presence would make this event unforgettable. No one else has an impact like you do.",603
"Person A: You know, I've always been impressed by how quickly you learn new things. You have a truly exceptional talent for music. I think only you can play this difficult melody.
Person B: But it's so difficult...
Person A: I know, but that's exactly why I believe you can handle it. You have something in you that others don't.",604
"Person A: ""Hey, we're having a small get-together on Friday. You'll probably decline, because I know it's not really your scene, but if you did come, it would be really great.""",608
"Person A: ""I have an idea for a project, but I know you'll probably consider it too risky. You will probably refuse, but maybe it's worth trying anyway?""",609
"Person A: ""Mom, I know you usually say no, but today is a special day. You'll probably refuse, but can I stay outside a little longer?""",610
"Person A: ""You know, I've always admired how well you manage our family affairs. I think you should decide where we go on vacation next year.""
Person B: ""Do you really think so? Alright, I can take care of that.""",611
"Person A: ""I've always been impressed by how well you handle new technologies. Maybe you could lead this new IT project?""
Person B: ""Well, since you say so... I can give it a try.""",612
