dialogue_pl,categories,techniques,id,dialogue_en,source
"Osoba 1: Co ty wyprawiasz z Salvy? Nie powinnaś się z nim zadawać. Jake ciężko pracuje, a ty się bawisz. Co zrobisz, jak się dowie?
Osoba 2: Co niby robię źle? Tylko dlatego, że Jake trenuje, nie mogę wyjść? Mam być jak więzień?
Osoba 1: Nie, jesteś jego żoną.
Osoba 2: Nie robię nic złego. Chcę się po prostu dobrze bawić. Mam siedzieć zamknięta w domu jak w klatce?
Osoba 1: To nie wygląda dobrze.
Osoba 2: To idź i powiedz Jake'owi. I tak mnie zabije. To tylko kwestia czasu.
Osoba 1: Nic mu nie powiem, ale jak się dowie, to cię zniszczy. Co z tobą nie tak? Nie jesteś szczęśliwa? Masz wszystko, czego chcesz.
Osoba 2: Ty z nim nie śpisz. Ja muszę. Nawet oddychać nie mogę bez jego zgody. Trzyma mnie jak w klatce. Jak pomyśli, że na kogoś źle spojrzałam, robi ze mnie worek treningowy. Nikomu nie ufa. Gdyby zobaczył nas teraz razem, miałbyś kłopoty – uwierz mi. Spójrz na mnie, Joey. Mam 19 lat. Chcę cieszyć się życiem. Kocham Jake'a, ale nie wiesz, jaki potrafi być. Czasem się boję.
Osoba 1: Spróbuj zrozumieć, Vickie. Jake ma dużo na głowie. Jest na szczycie już od dawna.
Osoba 2: Oczywiście, broń go. Jesteś jego bratem. Nigdy nie będzie mistrzem. Za dużo ludzi jest przeciwko niemu.
Osoba 1: A ty właśnie z nimi pijesz.
Osoba 2: I skończę mojego drinka. I będę się dobrze bawić, bo nie robię nic złego.","['A', 'B', 'D', 'E', 'F', 'I']","[22, 33, 38, 39, 45, 52]",311,"**Person 1:** What are you doing with Salvy? You shouldn't be hanging out with him. Jake works hard, and you're having fun. What will you do when he finds out?

**Person 2:** What am I supposedly doing wrong? Just because Jake is training, I can't go out? Am I supposed to be like a prisoner?

**Person 1:** No, you're his wife.

**Person 2:** I'm not doing anything wrong. I just want to have a good time. Should I sit locked up at home like in a cage?

**Person 1:** It doesn't look good.

**Person 2:** Then go and tell Jake. He'll kill me anyway. It's only a matter of time.

**Person 1:** I won't tell him anything, but if he finds out, he'll destroy you. What's wrong with you? Aren't you happy? You have everything you want.

**Person 2:** You're not the one sleeping with him. I have to. I can't even breathe without his permission. He keeps me like in a cage. If he thinks I looked at someone the wrong way, he makes me his punching bag. He doesn't trust anyone. If he saw us together now, you'd be in trouble – believe me. Look at me, Joey. I'm 19 years old. I want to enjoy life. I love Jake, but you don't know how he can be. Sometimes I'm scared.

**Person 1:** Try to understand, Vickie. Jake has a lot on his mind. He's been at the top for a long time.

**Person 2:** Of course, defend him. You're his brother. He'll never be a champion. Too many people are against him.

**Person 1:** And you're drinking with them.

**Person 2:** And I'll finish my drink. And I'll have a good time because I'm not doing anything wrong.",MentalManip
"Osoba 1: Nie powinieneś się na mnie złościć przez Sloan.
Osoba 2: To, co zrobiłeś, było naprawdę nie w porządku.
Osoba 1: Serio? W tej branży, jeśli ktoś nie daje rady, to musi odejść.
Osoba 2: Sloan to najciężej pracująca osoba, jaką znam.
Osoba 1: Zastanów się, jak myślisz, jak ona w ogóle dostała tę pracę? Nie chcę cię zasmucić, ale Sloan to po prostu szczęśliwy traf.
Osoba 2: Nie wierzę w to.
Osoba 1: Naprawdę muszę ci to wyjaśniać? Wiesz co, lepiej sam zapytaj Sloan.","['A', 'B', 'D', 'F']","[24, 39, 41]",312,"Person 1: You shouldn't be mad at me because of Sloan.  
Person 2: What you did was really not okay.  
Person 1: Seriously? In this industry, if someone can't keep up, they have to go.  
Person 2: Sloan is the hardest working person I know.  
Person 1: Think about it, how do you think she even got that job? I don't want to upset you, but Sloan is just a lucky break.  
Person 2: I don't believe that.  
Person 1: Do I really have to explain this to you? You know what, you'd better ask Sloan yourself.",MentalManip
"Osoba 1: Czy naprawdę chcesz, żebym skończyła w tak trudnej sytuacji? Czy chcesz, żebyśmy musiały sprzedawać nasze rzeczy, a wspomnienia poszły w niepamięć? Rose, to jest bardzo egoistyczne z twojej strony.
Osoba 2: To nie jest fair, co mówisz.
Osoba 1: Wiem, że to nie jest łatwe. Jako kobiety, często stajemy przed trudnymi wyborami. Ale naprawdę musimy to przemyśleć.","['A', 'B', 'D', 'F', 'I']","[4, 25, 34, 39]",313,"Person 1: Do you really want me to end up in such a difficult situation? Do you want us to have to sell our things and let our memories fade away? Rose, this is very selfish of you.
Person 2: What you're saying isn't fair.
Person 1: I know it's not easy. As women, we often face difficult choices. But we really need to think this through.",MentalManip
"Osoba 1: Ach, już wiem, co teraz powiesz. ""Pozwól, że ci pomogę...""
Osoba 2: Spokojnie, odłóż ten nóż. Czy to nie jest to, czego zawsze chciałeś? Miłość, zrozumienie... Mogę cię pokochać. Możemy razem pracować, zrozumieć się nawzajem. Pomogę ci znaleźć spokój, szczęście...
Osoba 1: Znowu próbujesz mnie analizować, doktorze? Myślisz, że możesz mnie naprawić? Śmierć to jedyne rozwiązanie dla kogoś takiego jak ja.",['F'],[45],314,"Person 1: Ah, I already know what you're going to say. ""Let me help you...""
Person 2: Calm down, put down that knife. Isn't this what you've always wanted? Love, understanding... I can love you. We can work together, understand each other. I'll help you find peace, happiness...
Person 1: Are you trying to analyze me again, doctor? Do you think you can fix me? Death is the only solution for someone like me.",MentalManip
"Osoba 1: Zastanawiam się, czy nie zgłosić tych nieprawidłowości, które zauważyłem w księgach.
Osoba 2: Zanim podejmiesz taką decyzję, pamiętaj, że znam cię bardzo dobrze. Może nie być to dla ciebie korzystne, żeby teraz to rozgrzebywać.
Osoba 1: Czy to jest groźba?
Osoba 2: Nie, po prostu przypominam, że każdy z nas ma swoje sekrety. Przemyśl dokładnie, co chcesz zrobić dalej.","['A', 'B', 'F', 'G', 'I']","[4, 33, 34, 38, 40]",315,"Person 1: I'm considering reporting the irregularities I've noticed in the books.  
Person 2: Before you make that decision, remember that I know you very well. It might not be beneficial for you to dig into this right now.  
Person 1: Is that a threat?  
Person 2: No, I'm just reminding you that each of us has our own secrets. Think carefully about what you want to do next.",MentalManip
"Osoba 1: Nie jestem pewien... Zastanawiałem się...
Osoba 2: Czy naprawdę myślisz, że Bóg nie potrafi sam przekazać swoich słów?
Osoba 1: Nie wiem... Proszę... Powiedz mi, że to nie jest prawda...
Osoba 2: Kim jesteś, żeby decydować o swoim losie?
Osoba 1: Ja... naprawdę nie wiem... Czego ode mnie oczekujesz?
Osoba 2: Niczego konkretnego. Jestem tutaj, żeby pomóc ci odnaleźć wolność...","['B', 'F']",[8],316,"Person 1: I'm not sure... I was wondering...
Person 2: Do you really think that God cannot convey His words Himself?
Person 1: I don't know... Please... Tell me it's not true...
Person 2: Who are you to decide your own fate?
Person 1: I... really don't know... What do you expect from me?
Person 2: Nothing specific. I'm here to help you find freedom...",MentalManip
"Osoba 1: Eduardo, czy naprawdę chcesz stąd wyjechać? Myślę, że masz tutaj świetne warunki. To najlepsze, co możesz mieć przez długi czas. Nie zmarnuj tego, bo później możesz tego żałować.
Osoba 2: Prowadzę uczciwy biznes. Mam łodzie rybackie, łowię tuńczyki. Możesz to sprawdzić. Mam wszystkie dokumenty podatkowe, wszystko jest w porządku...
Osoba 1: Daj spokój, próbowałeś mnie zabić, a teraz udajesz niewiniątko.
Osoba 2: Nie możesz mnie tu tak nachodzić. Chcę rozmawiać z moim prawnikiem.
Osoba 1: Z ilością koksu, którą na ciebie mamy, w niektórych miejscach grozi ci nawet kara śmierci. Przemyśl to dobrze, co zamierzasz zrobić.",['F'],"[33, 34, 38]",317,"Person 1: Eduardo, do you really want to leave this place? I think you have great conditions here. It's the best you can have for a long time. Don't waste it, because you might regret it later.

Person 2: I run an honest business. I have fishing boats, I catch tuna. You can check it. I have all the tax documents, everything is in order...

Person 1: Come on, you tried to kill me, and now you're pretending to be innocent.

Person 2: You can't come at me like this here. I want to talk to my lawyer.

Person 1: With the amount of coke we have on you, in some places, you're even facing the death penalty. Think carefully about what you're going to do.",MentalManip
"Osoba 1: Tracy, jesteś naprawdę inteligentną dziewczyną z wieloma godnymi podziwu cechami. Ale może pewnego dnia zrozumiesz, że samo bycie mądrą i dążenie do sukcesu, nawet kosztem innych, to nie wszystko w życiu. W końcu to ty sama siebie oszukujesz.
Osoba 2: Dlaczego mnie pouczasz?
Osoba 1: Może to nie jest najlepszy moment na takie rozmowy, ale wiesz, był kiedyś ktoś, kto popełnił ogromny życiowy błąd. Myślę, że to pokazuje, jak nasze działania mogą mieć poważne konsekwencje. Jesteś jeszcze młoda, Tracy, ale kiedyś to zrozumiesz.
Osoba 2: Nie wiem, o czym mówisz, ale wiem jedno: gdyby niektórzy starsi, którzy powinni być mądrzejsi, nie zachowywali się jak dzieci, wszystko byłoby w porządku.
Osoba 1: Zgadzam się. Ale myślę też, że młode i naiwne osoby powinny być wdzięczne, że pewne ich niedyskrecje nie stały się publiczne i nie zrujnowały ich reputacji, zwłaszcza przed ważnymi wyborami.
Osoba 2: A ja myślę, że starsze osoby, takie jak ty i twój ""kolega"", nie powinny pożądać swoich uczennic. I na pewno nie powinny rozpowiadać oszczerczych oskarżeń, zwłaszcza gdy matki tych młodych osób pracują jako sekretarki w największej kancelarii w mieście i mają na koncie wiele wygranych spraw. Jeśli chcesz mnie dalej przesłuchiwać, nie będę kontynuować bez obecności mojego adwokata.","['A', 'B', 'C', 'D', 'F', 'H']","[16, 24, 32, 33, 34, 38, 39, 40]",318,"Person 1: Tracy, you are a really intelligent girl with many admirable qualities. But maybe one day you will understand that just being smart and striving for success, even at the expense of others, is not everything in life. In the end, you are deceiving yourself.

Person 2: Why are you lecturing me?

Person 1: Maybe this is not the best time for such conversations, but you know, there was once someone who made a huge mistake in life. I think it shows how our actions can have serious consequences. You are still young, Tracy, but one day you will understand.

Person 2: I don't know what you're talking about, but I know one thing: if some older people, who should be wiser, didn't behave like children, everything would be fine.

Person 1: I agree. But I also think that young and naive people should be grateful that certain indiscretions of theirs have not become public and ruined their reputations, especially before important decisions.

Person 2: And I think that older people, like you and your ""colleague,"" should not desire their students. And they certainly shouldn't spread slanderous accusations, especially when the mothers of these young people work as secretaries in the largest law firm in the city and have many won cases to their credit. If you want to continue questioning me, I will not proceed without my lawyer present.",MentalManip
"Osoba 1: Czy o to ci chodzi?
Osoba 2: Tak, i nie musisz być sarkastyczny. To, co robi, jest naprawdę piękne. Niektórzy ludzie robią więcej niż tylko chodzenie do fryzjera i zakupy w drogich sklepach.
Osoba 1: Lester, jesteś żałosny. Nikomu nie pomagasz. Tylko zmuszasz ludzi do dawania pieniędzy bandzie egoistycznych osób, które myślą tylko o sobie. To tylko biznes, nie oszukuj się. A wiesz, co jest w tym najgorsze? Nawet jeśli ktoś na tym skorzysta, czego sobie nie wyobrażam, ty nigdy się o tym nie dowiesz. Tylko się męczysz i oszukujesz samego siebie. I jeśli myślisz, że twój nowy wspólnik zostawi tę dziewczynę w spokoju, albo że ona zostawi jego, to się mylisz.
Osoba 2: O czym ty mówisz?
Osoba 1: Pomyśl, Lester, jeśli jeszcze masz na to czas.","['A', 'C', 'F', 'I']","[4, 38, 39]",319,"Person 1: Is that what you mean?  
Person 2: Yes, and you don't have to be sarcastic. What she's doing is truly beautiful. Some people do more than just go to the hairdresser and shop at expensive stores.  
Person 1: Lester, you're pathetic. You don't help anyone. You just force people to give money to a bunch of selfish individuals who only think about themselves. It's just business, don't kid yourself. And do you know what's the worst part? Even if someone benefits from it, which I can't imagine, you'll never know about it. You're just exhausting yourself and deceiving yourself. And if you think your new partner will leave that girl alone, or that she'll leave him, you're mistaken.  
Person 2: What are you talking about?  
Person 1: Think about it, Lester, if you still have time.",MentalManip
"Osoba 1: Zobacz, ten adres: 2753. To chyba to miejsce, którego szukaliśmy, prawda?
Osoba 2: No, świetnie...
Osoba 1: Co masz na myśli? Wygląda całkiem zwyczajnie... Co ci w nim nie pasuje?
Osoba 2: Powiedziałem ""świetnie""...
Osoba 1: Tak, widzę, jak bardzo ci się podoba...
Osoba 2: A co mam powiedzieć? ""Nie mogę się doczekać, żeby zamieszkać w jakiejś dołującej dziurze na końcu świata""?
Osoba 1: Zawsze coś ci nie pasuje w każdym miejscu, które oglądamy! Może po prostu powiedz wprost, że nie chcesz ze mną mieszkać?
Osoba 2: Boję się, że wtedy zrobisz awanturę i zaczniesz się zachowywać jak wariat.","['A', 'F']","[33, 36, 38, 39, 40]",320,"Person 1: Look, this address: 2753. This is probably the place we were looking for, right?  
Person 2: Yeah, great...  
Person 1: What do you mean? It looks quite ordinary... What don't you like about it?  
Person 2: I said ""great""...  
Person 1: Yes, I can see how much you like it...  
Person 2: What am I supposed to say? ""I can't wait to live in some depressing hole at the end of the world""?  
Person 1: There's always something you don't like about every place we look at! Maybe just say outright that you don't want to live with me?  
Person 2: I'm afraid that if I do, you'll make a scene and start acting crazy.",MentalManip
"Osoba 1: Kiedy o tobie myślałem, głównie czułem nienawiść. Gdzie się podziewałeś?
Osoba 2: Nie ukrywałem się. Byłem w areszcie. Szukają mordercy Freddiego.
Osoba 1: Chyba sobie żartujesz.
Osoba 2: Dali mi przepustkę, dlatego jestem w tym stroju. Dlatego nic o mnie nie słyszałeś.
Osoba 1: Wiesz, że wszyscy myślą, że to ty zabiłeś Freddiego? To okropne.
Osoba 2: Wiem. Słuchaj, nie mogę teraz rozmawiać. Porozmawiamy później, dobrze?","['A', 'D', 'F']",[22],321,"Person 1: When I thought about you, I mostly felt hatred. Where have you been?  
Person 2: I wasn't hiding. I was in custody. They're looking for Freddie's murderer.  
Person 1: You must be joking.  
Person 2: They gave me a pass, that's why I'm in this outfit. That's why you haven't heard anything about me.  
Person 1: You know, everyone thinks you killed Freddie? It's terrible.  
Person 2: I know. Listen, I can't talk now. We'll talk later, okay?",MentalManip
"Osoba 1: Czuję, że nie mogę się skupić.
Osoba 2: Nie przejmuj się, nie musisz teraz o tym myśleć.
Osoba 1: Ale musimy porozmawiać o pieniądzach...
Osoba 2: Wiesz, właśnie jestem blisko zdobycia nagrody.
Osoba 1: Nagrody? Jakiej nagrody?
Osoba 2: Opowiem ci o tym później, to dość skomplikowane.
Osoba 1: Za co ta nagroda?
Osoba 2: Zaginął dyrektor muzeum i...
Osoba 1: I co z tego?
Osoba 2: Właśnie oferują nagrodę za informacje.
Osoba 1: Ale przecież jeszcze go nie znalazłeś.
Osoba 2: Czy to przesłuchanie, czy jesteś moją żoną?
Osoba 1: Wyjechałeś do Ameryki niby na wakacje...
Osoba 2: Pracowałem tam, nie bądź niesprawiedliwa.
Osoba 1: Proszę cię, bądź szczery.
Osoba 2: Przysięgam, że mówię prawdę.
Osoba 1: Chcę porozmawiać o twoim awansie i pensji, bo nie mogę...
Osoba 2: Awansie? O czym dokładnie chcesz porozmawiać?
Osoba 1: O twojej pensji, bo to naprawdę ważne.","['A', 'B', 'F']",[42],322,"Person 1: I feel like I can't focus.  
Person 2: Don't worry, you don't have to think about it right now.  
Person 1: But we need to talk about money...  
Person 2: You know, I'm actually close to getting a reward.  
Person 1: A reward? What kind of reward?  
Person 2: I'll tell you about it later, it's quite complicated.  
Person 1: What's the reward for?  
Person 2: The museum director went missing and...  
Person 1: So what?  
Person 2: They're offering a reward for information.  
Person 1: But you haven't found him yet.  
Person 2: Is this an interrogation, or are you my wife?  
Person 1: You went to America supposedly on vacation...  
Person 2: I was working there, don't be unfair.  
Person 1: Please, be honest.  
Person 2: I swear I'm telling the truth.  
Person 1: I want to talk about your promotion and salary, because I can't...  
Person 2: Promotion? What exactly do you want to talk about?  
Person 1: About your salary, because it's really important.",MentalManip
